first_seg	second_seg
It's crazy niggss I was fucking when I was broke say I'm acting funny	now...we all gone eat b
What is going on??? My home was broken into. Lawn mower stolen.	Oh yeah......2 Tim. 3: 1-5...
Tennessee fans bragging about recruiting class when national signing day ain't until next year. Decommits will be	at an all time high
"I wish he say his toes pretty again , omg :: he insults me"	when he says that lol
"Maneee I Swear lovee Tf outa MyGirl !: thatss my Mf baby !, shee mine not yours"	"not his or hers, MINE"
She Always Takin Bout How I Sit At Home All Day But When I Get Asked To Go Places You Complainin Bout How	Im Always Tryna Do Somethin
"yeah, the endings are so great, I want to see what's going to"	happen in the next ep.
I liked ciaras performance 2 & dats bout it bt others wasnt bad. Wish asap rocky	performed & others I guess.
"See my life,its like a seesaw, and until I move away,this weight is going to keep me to the floor, travel with"	me through my deep thoughts!
"I spoke 2 him briefly this morning, he said he Wuld"	"call back, but he hasn't."
"George Zimmerman was pulled over for speeding, and he had a gun in"	the car in Texas today.
if I wasn't so cooped up in apt I'd go with you been trying to make	that move for two weeks
You are one of those moms that love your kid's extra hard! But you have to let your son be a	man with his own relationship.
"Florida fucked up the Bush and Gore election, Casey Anthony, and"	"now the Zimmerman trial smh"""
Up early watching UFC I ain't the one for this either dude looked like his leg broke when he got	kicked in the face lol
hit em with some of this roses are red.. Time freezes and I	get goose bumps rhetoric lol
"How Most Guy Prepare A Text To Their Girl: ""I Love You."" *Erased* ""I Miss You."" *Erased* ""Can We"	"Talk?"" *Erases* ""What's Up?"" *Sends*"
Just found me a new boo at chipotle! He gave me two scoops of steak and	didn't charge me for double!
damn.. so what Jalen have to do wit it cuz I thought he jus was	jus doing the loud thing
"This year ian gone be on that dum shi ,skippin class && shit,imma stay focused so"	them grades a look right
Mmh ..Dr. Dra supa fine ! Its more his size n height than anythng ...gotta thing	for the lineman figure lol
wait 3some? Or Menage? Cuz an invite to run a train is cool or what eva...but don't think	I turned any Menages down...
I never wanna go back out there to many fake tough niggas I fuck around n try to rob everybody lmao.	I be outta town die
Thought I'd be able to clean out my car but the machine only takes dimes wtf	kind of crap is that
"I don't know of any women that wants to be single, so when you ladies"	"say ""I'm single by choice"""
A Guy Can Cheat & Fix it & Make A Girl Think	"SHE Did Something Wrong!""try again"
Ugh folks blow me with that mess. When you busy living your own life you don't have time	to worry about other folks
"Fuck I look like , & I bet my mom won't"	say shit about it .
Mann ppl still in they feelings like damn how long ago was that again. Lhh but	i aint trippin they lose
If you Google what white ppl smell like its gone come up wet potato chips and mayonnaise. Lmao. Im	not making this up folks
"there was no lol...plus i was referring to what you said, not"	"you, even though its true"
I got viagra emails heavy like a month ago...I thought u niggaz had jokes	and messing with me lol
well i dont know about those streets where you are but my chipotle is full of	yuppies and professionals on lunch
"Didn't have to do much for meals in UG but steal...aint proud of it, but meal plans was gone"	by Thanksgiving and spring break.
So what I'm getting from my TL is that April really	aint bout using a phone
Two of my homies fighting and they both acting like kids	so fuck both of them.
MASS APPEAL GO HARD DAT SHIT GO DUMB! DATS WAT THE FUCK I'M TAMBOUT CASS KEEP SPAZZIN ON D'S GOOF	AS FUCK NIGGAS ECSP WK-MZ
It amazes me how ppl get upset wit me all I did	wz ask a question tuh
typo. That should have said GZ told investigators that was not him calling for help in the	background on the 911 tapes.
"I thank God everyday my parents gave me a beautiful name , cause some of"	you should consider changing yours.
Ok now let me do this album some justice and hook it up to the speakers and take it to the lab....	Stay tuned for my reaction
If I could have it my way everyone I ever have or will interact with would just listen 2	my music at least once!
HAPPY 4TH OF JULY TO YOU AND THE FAMILY TEAMERICA STAND THE FUCK	UP KEEP. DOING. YOU BOO
"She know wht she want she got her thoughts together, she know she bottom bitch she"	know we gonna ride 4ever
lets schedule for this coming Tuesday...at the Evergreen AppleBees so we can pay	respect to the Plaza too.
Still spots left on the The Skybox's FFL. Sign up and get a chance at a $100 Visa Gift Card. Send me	your email to sign up.
I don't c how sumone can love sumone dat don't love dem. Im sorry bt my selfesteem is alil higher than that. I b	literatly on 2 da next.
Lowkey half of you talking about struggle meals ..your parents were just having a lazy week and	didn't wanna go grocery shopping
"I know there's a name, gotta be a name for this shit . . I just don't know what, don't know what"	"to call it!"" My shit"
Chip Kelly is gonna leave philly after one year and take	the USC head coach job
they got us waiting all day for a simple number or something.	My patience running thin! Lol
fuck the S3 is so awful. How can you have a phone that takes 5 hours to charge but only holds	a charge for 45 minutes?
"TODAY WAS MY FIRST TIME EVER HEARING ABOUT YOUR MUSIC AT ESSENCE AND I LOVE LOVE LOVE ""BEST FRIEND "" !!"	CAN'T WAIT 4 DA ALBUM!!
I can't lie I want them 3s sat but I can't	"cop another pair of Jordan's"""
yes she is way too jealous & possessive of Joe. That relationship will never mend if she keeps	insinuating herself in the middle
Since I work in the morning minds well get rest now cause being a work all day tomorrow I'm	not trying to be tired
I'm not the type to chase a female down but you like a itch I cant reach n	I got to reach u
Fly to the Chi or roll thru the A? Maybe even	check out AZ. Decisions decisions
Women don?t want to find a guy who will treat them good they want the person they are with	to change and do that
she ain't eem fooling with black men tho so we wouldn't even have	to worry about that lol
"Don't be looking at my forehead, chest area... Behind me. Look me in my eyes"	it's not that damn hard
It's crazy how much I hate feet but I let him	"put his feet on me"""
"BOY youu mean the WORLD too me, 'DONTAY youu all iEVER wanted"	& DREAMED of iLOVE youu
ME TOO I LOVE WENDY SHE IS MY BIG SISTER IN MY HEAD I	WOULD LOVE TO MEET HER
I love this girl cnt nobody take that away tellin her i love her is something ill never b ashamed to say	this girl here i will
Watching Auburn and OleMiss game from 2002 on CSS. JasonCampbell and	Eli Manning were the QBs
Just so I'm clear claims 2 be a Member of DST and SGRHO	at the same dayum time?
I wish could speak to alot of u folks about her work ethic	and desire to be great.
"I agree, fuck and get back to ya side of bed."	Its 2 hot 4 dat!
MissSt on Saturday. Time for conference play. We've improved every week. Time to	lay it on the field
Charlie Wilson White chick is off beat as fuck! But I bet he	aint gotta answer to Shit!
It's no fuckin way I'd be driving a 06 range rover WITH PAYMENTS just to say I gotta	range rover. Nigga are stupid
"If you don't lose all your dignity when I Need A Hot Girl come on, then"	we could never be friends
I don't either but bruh . Everything that's running in my mind	have to be a sin
This trial is turning up the racism now we pulling the marijuana	makes black people angry card...
Let me explain wasnt that funny but it was funny...people be hyping	stuff up way too much
I would like to know what juror b37 would do if her only son's witness was a Janteal whom he was on the phone with	him in his final hour.
Didn't mean to ruffle any feathers with my how much weight u gained since HS	question...ok yea I did lol
"Did clarinet duets together in Ms. Louis class."" I played the drums the"	join wit three joints connected
loved the teaser video! Can I get more?! Hands down one of the	sexiest men on the planet!!!
hello Steven A me and my husband love the show we set the alarms for	10am here in South FL
Be commenting on my ig pics but wen yu see me in streets u act like yu Neva seen me lls... These social networks	make ppl weird ass shit!!
"So the flight is ""potentially oversold"" but they will sell me an upgraded boarding"	for A1-15 for $40. Hmmmm.
A couple days off to get back to football and lifting and to get your head straight will be good for	you. You need a break.
So my sup told me i can telecommute from another state. Wish i knew i had	this option 3 years ago.
If Larry Langford wasn't in prison he woulda built that shit himself. Lol dude	believed in making shit happen
Ex's who been 2gether 3 plus years still talk from time 2 time just no that unless	they really hate each other
WHAT WHO DIS TAMAR OH HELL KNOW STOP HATE ON HER DAMN TEAM	TAMARA. STAND. THE FUCK UP
Today would be the perfect day to be tanning at the	pool it's a heat wave!
I don't knock the hussle...But do know technology always catches up...cuz they will pay a clown like me 2	learn how to stop it.
"Lol? From what I have read so far, it seems pretty good and a number of people have recommended"	it. Hope your doing well.
If u seen what i seen u would sell drugs to if the shoe was on the other foot	how could I judge u
I use to love McDonalds in college. Double cheeseburger value meals all willy nilly.	Haven't had one since 09
Look at the troops along the DMZ. They'll be there forever. Then they're always trying to	force democracy on other countries.
I think the hood looks forward to folks dying so they can put out teddy bears and get together and drink	and smoke! Sad isn't it
pls save all comment til end of book...pls and thanks...den alley oop	book 2 ya Prophtyes lmao
